4
13
4.356000 -29.040001
18.875999 -31.944001
29.040001 -17.424001
15.972001 -5.808000
29.040001 -2.904000
29.040001 4.356000
8.712000 26.135999
-21.780000 26.135999
-10.164000 8.712000
-31.944001 8.712000
-31.944001 -15.972001
-12.936000 -36.300000
4.356000 -29.040001
12
21.120000 -16.896000
6.336000 4.224000
25.344001 -4.224000
27.455999 12.672001
14.784000 35.904000
-10.560000 38.015998
-23.759999 33.264001
-38.015998 12.672001
-29.567999 -12.408000
-14.784000 0.000000
-10.560000 -25.344001
21.120000 -16.896000
11
-11.519040 -28.797601
18.718441 -28.797601
28.797601 -5.759520
23.038079 2.879760
27.357719 14.398800
17.278559 27.357719
7.199400 18.718441
-4.319640 28.797601
-31.677360 8.639280
-25.917840 -14.398800
-11.519040 -28.797601
13
3.000000 -16.238310
21.109803 -32.476620
32.476620 -6.495324
25.981296 3.247662
30.852789 16.238310
19.485972 30.852789
8.119155 21.109803
-4.871493 32.476620
-21.109803 11.366817
-17.862141 0.000000
-32.476620 -14.366817
-12.990648 -29.228958
3.000000 -16.238310
